value,ignore,type,docRequired,selRequired,minVersion,maxVersion,en,de,ru,zh-cn,notes
AdobeTransformObjects1,FALSE,menu,FALSE,FALSE,,,Window > Transform,Fenster > Transformieren,Окно > Трансформирование,,
Adobe Transparency Palette Menu Item,FALSE,menu,FALSE,FALSE,,,Window > Transparency,Fenster > Transparenz,Окно > Прозрачность,,
internal palettes posing as plug-in menus-character,FALSE,menu,FALSE,FALSE,,,Window > Type > Character,Fenster > Schrift > Zeichen,Окно > Текст > Символ,,
Character Styles,FALSE,menu,FALSE,FALSE,,,Window > Type > Character Styles,Fenster > Schrift > Zeichenformate,Окно > Текст > Стили символов,,
alternate glyph palette plugin 2,FALSE,menu,FALSE,FALSE,,,Window > Type > Glyphs,Fenster > Schrift > Glyphen,Окно > Текст > Глифы,,
internal palettes posing as plug-in menus-opentype,FALSE,menu,FALSE,FALSE,,,Window > Type > OpenType,Fenster > Schrift > OpenType,Окно > Текст > OpenType,,
internal palettes posing as plug-in menus-paragraph,FALSE,menu,FALSE,FALSE,,,Window > Type > Paragraph,Fenster > Schrift > Absatz,Окно > Текст > Абзац,,
Adobe Paragraph Styles Palette,FALSE,menu,FALSE,FALSE,,,Window > Type > Paragraph Styles,Fenster > Schrift > Absatzformate,Окно > Текст > Стили абзацев,,
ReflowWindowMenu,FALSE,menu,FALSE,FALSE,29,,Window > Type > Reflow Viewer,,,,East asian feature
internal palettes posing as plug-in menus-tab,FALSE,menu,FALSE,FALSE,,,Window > Type > Tabs,Fenster > Schrift > Tabulatoren,Окно > Текст > Табуляция,,
Adobe Variables Palette Menu Item,FALSE,menu,FALSE,FALSE,,,Window > Variables,Fenster > Variablen,Окно > Переменные,,
Adobe Version History File Menu Item,FALSE,menu,FALSE,FALSE,26,,Window > Version History,Fenster > Versionsverlauf,Окно > Журнал версий,,
_Brush Library Menu Item 1,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Arrows > Arrows_Special,Fenster > Pinsel-Bibliotheken > Pfeile > Pfeile_Spezial,,,
_Brush Library Menu Item 2,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Arrows > Arrows_Standard,Fenster > Pinsel-Bibliotheken > Pfeile > Pfeile_Standard,,,
_Brush Library Menu Item 3,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Arrows > Pattern Arrows,Fenster > Pinsel-Bibliotheken > Pfeile > Musterpfeile,,,
_Brush Library Menu Item 5,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Artistic > Artistic_Calligraphic,Fenster > Pinsel-Bibliotheken > Künstlerisch > Kalligrafisch,,,
_Brush Library Menu Item 6,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Artistic > Artistic_ChalkCharcoalPencil,Fenster > Pinsel-Bibliotheken > Künstlerisch > Künstl._Kr.Koh.Bleist,,,
_Brush Library Menu Item 7,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Artistic > Artistic_Ink,Fenster > Pinsel-Bibliotheken > Künstlerisch > Künstlerisch_Tinte,,,
_Brush Library Menu Item 8,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Artistic > Artistic_Paintbrush,Fenster > Pinsel-Bibliotheken > Künstlerisch > Künstlerisch_Pinsel,,,
_Brush Library Menu Item 9,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Artistic > Artistic_ScrollPen,Fenster > Pinsel-Bibliotheken > Künstlerisch > Künstlerisch_Federkiel,,,
_Brush Library Menu Item 10,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Artistic > Artistic_Watercolor,Fenster > Pinsel-Bibliotheken > Künstlerisch >Künstlerisch_Aquarell,,,
_Brush Library Menu Item 12,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Borders > Borders_Dashed,Fenster > Pinsel-Bibliotheken > Umrandungen > Umrandungen_Gestrichelt,,,
_Brush Library Menu Item 13,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Borders > Borders_Decorative,Fenster > Pinsel-Bibliotheken > Umrandungen > Umrandungen_Dekorativ,,,
_Brush Library Menu Item 14,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Borders > Borders_Frames,Fenster > Pinsel-Bibliotheken > Umrandungen > Umrandungen_Rahmen,,,
_Brush Library Menu Item 15,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Borders > Borders_Geometric,Fenster > Pinsel-Bibliotheken > Umrandungen > Umrandungen_Geometrisch,,,
_Brush Library Menu Item 16,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Borders > Borders_Indigenous,Fenster > Pinsel-Bibliotheken > Umrandungen > Umrandungen_Volkskunst,,,
_Brush Library Menu Item 17,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Borders > Borders_Lines,Fenster > Pinsel-Bibliotheken > Umrandungen > Umrandungen_Linien,,,
_Brush Library Menu Item 18,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Borders > Borders_Novelty,Fenster > Pinsel-Bibliotheken > Umrandungen > Umrandungen_Dies und das,,,
_Brush Library Menu Item 20,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Bristle Brush > Bristle Brush Library,Fenster > Pinsel-Bibliotheken > Borstenpinsel > Borstenpinselbibliothek,,,
_Brush Library Menu Item 22,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Decorative > Decorative_Banners and Seals,Fenster > Pinsel-Bibliotheken > Dekorativ > Banner und Siegel,,,
_Brush Library Menu Item 23,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Decorative > Decorative_Scatter,Fenster > Pinsel-Bibliotheken > Dekorativ > Dekorativ_Streuung,,,
_Brush Library Menu Item 24,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Decorative > Decorative_Text Dividers,Fenster > Pinsel-Bibliotheken > Dekorativ > Dekorativ_Texttrennlinien,,,
_Brush Library Menu Item 25,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Decorative > Elegant Curl & Floral Brush Set,Fenster > Pinsel-Bibliotheken > Dekorativ > Satz elegant geschweifte und Blumenpinsel,,,
_Brush Library Menu Item 27,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Image Brush > Image Brush Library,Fenster > Pinsel-Bibliotheken > Bildpinsel > Bildpinselbibliothek,,,
_Brush Library Menu Item 29,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Vector Packs > Grunge brushes vector pack,Fenster > Pinsel-Bibliotheken > Vektorpakete > Schmutzpinsel Vektorpaket,,,
_Brush Library Menu Item 30,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Vector Packs > Hand Drawn brushes vector pack,Fenster > Pinsel-Bibliotheken > Vektorpakete > Handgemalte Pinsel Vektorpaket,,,
_Brush Library Menu Item 32,TRUE,menu,FALSE,FALSE,,,Window > Brush Libraries > Wacom 6D Brushes > 6d Art Pen Brushes,Fenster > Pinsel-Bibliotheken > Wacom 6D-Pinsel > 6D-Grafik Zeichenstiftpinsel,,,
AdobeBrushMgrUI Other libraries menu item,FALSE,menu,FALSE,FALSE,,,Window > Brush Libraries > Other Library,Fenster > Pinsel-Bibliotheken > Andere Bibliothek …,Окно > Библиотеки кистей > Другая библиотека...,,
_Art Style Library Menu Item 0,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > 3D Effects,Fenster > Grafikstil-Bibliotheken > 3D-Effekte,,,
_Art Style Library Menu Item 1,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Additive for Blob Brush,Fenster > Grafikstil-Bibliotheken > Zusatz für Tropfenpinsel,,,
_Art Style Library Menu Item 2,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Additive,Fenster > Grafikstil-Bibliotheken > Zusatz,,,
_Art Style Library Menu Item 3,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Artistic Effects,Fenster > Grafikstil-Bibliotheken > Kunsteffekte,,,
_Art Style Library Menu Item 4,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Buttons and Rollovers,Fenster > Grafikstil-Bibliotheken > Schaltflächen und Rollover,,,
_Art Style Library Menu Item 5,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Illuminate Styles,Fenster > Grafikstil-Bibliotheken > Leuchten-Stile,,,
_Art Style Library Menu Item 6,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Image Effects,Fenster > Grafikstil-Bibliotheken > Bildeffekte,,,
_Art Style Library Menu Item 7,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Neon Effects,Fenster > Grafikstil-Bibliotheken > Neon-Effekte,,,
_Art Style Library Menu Item 8,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Scribble Effects,Fenster > Grafikstil-Bibliotheken > Scribble-Effekte,,,
_Art Style Library Menu Item 9,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Textures,Fenster > Grafikstil-Bibliotheken > Strukturen,,,
_Art Style Library Menu Item 10,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Type Effects,Fenster > Grafikstil-Bibliotheken > Texteffekte,,,
_Art Style Library Menu Item 11,TRUE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Vonster Pattern Styles,Fenster > Grafikstil-Bibliotheken > Vonster-Musterstile,,,
Adobe Art Style Plugin Other libraries menu item,FALSE,menu,FALSE,FALSE,,,Window > Graphic Style Libraries > Other Library...,Fenster > Grafikstil-Bibliotheken > Andere Bibliothek …,Окно > Библиотеки стилей графики > Другая библиотека...,,
_Swatch Library Menu Item 1,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Art History > Ancient,Fenster > Farbfeldbibliotheken > Kunstgeschichte > Altertum,,,
_Swatch Library Menu Item 2,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Art History > Baroque,Fenster > Farbfeldbibliotheken > Kunstgeschichte > Barock,,,
_Swatch Library Menu Item 3,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Art History > Impressionism,Fenster > Farbfeldbibliotheken > Kunstgeschichte > Impressionismus,,,
_Swatch Library Menu Item 4,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Art History > Middle Ages,Fenster > Farbfeldbibliotheken > Kunstgeschichte > Mittelalter,,,
_Swatch Library Menu Item 5,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Art History > Pop Art,Fenster > Farbfeldbibliotheken > Kunstgeschichte > Pop-Art,,,
_Swatch Library Menu Item 6,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Art History > Prehistoric,Fenster > Farbfeldbibliotheken > Kunstgeschichte > Prähistorisch,,,
_Swatch Library Menu Item 7,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Art History > Renaissance,Fenster > Farbfeldbibliotheken > Kunstgeschichte > Renaissance,,,
_Swatch Library Menu Item 8,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Art History > Russian Poster Art,Fenster > Farbfeldbibliotheken > Kunstgeschichte > Russische Plakatkunst,,,
_Swatch Library Menu Item 9,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Celebration,Fenster > Farbfeldbibliotheken > Feier,,,
_Swatch Library Menu Item 11,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > ANPA Color,Fenster > Farbfeldbibliotheken > Farbtafeln > ANPA Color,,,
_Swatch Library Menu Item 12,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > DIC Color Guide,Fenster > Farbfeldbibliotheken > Farbtafeln > DIC Color Guide,,,
_Swatch Library Menu Item 13,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > FOCOLTONE,Fenster > Farbfeldbibliotheken > Farbtafeln > FOCOLTONE,,,
_Swatch Library Menu Item 15,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > HKS E,Fenster > Farbfeldbibliotheken > Farbtafeln > HKS E,,,
_Swatch Library Menu Item 14,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > HKS E Process,Fenster > Farbfeldbibliotheken > Farbtafeln > HKS E Process,,,
_Swatch Library Menu Item 17,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > HKS K,Fenster > Farbfeldbibliotheken > Farbtafeln > HKS K,,,
_Swatch Library Menu Item 16,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > HKS K Process,Fenster > Farbfeldbibliotheken > Farbtafeln > HKS K Process,,,
_Swatch Library Menu Item 19,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > HKS N,Fenster > Farbfeldbibliotheken > Farbtafeln > HKS N,,,
_Swatch Library Menu Item 18,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > HKS N Process,Fenster > Farbfeldbibliotheken > Farbtafeln > HKS N Process,,,
_Swatch Library Menu Item 21,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > HKS Z,Fenster > Farbfeldbibliotheken > Farbtafeln > HKS Z,,,
_Swatch Library Menu Item 20,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > HKS Z Process,Fenster > Farbfeldbibliotheken > Farbtafeln > HKS Z Process,,,
_Swatch Library Menu Item 22,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ CMYK Coated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ CMYK Coated,,,
_Swatch Library Menu Item 23,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ CMYK Uncoated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ CMYK Uncoated,,,
_Swatch Library Menu Item 24,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ Color Bridge Coated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ Color Bridge Coated,,,
_Swatch Library Menu Item 25,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ Color Bridge Uncoated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ Color Bridge Uncoated,,,
_Swatch Library Menu Item 26,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ Metallic Coated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ Metallic Coated,,,
_Swatch Library Menu Item 27,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ Pastels & Neons Coated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ Pastels & Neons Coated,,,
_Swatch Library Menu Item 28,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ Pastels & Neons Uncoated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ Pastels & Neons Uncoated,,,
_Swatch Library Menu Item 29,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ Premium Metallics Coated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ Premium Metallics Coated,,,
_Swatch Library Menu Item 30,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ Solid Coated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ Solid Coated,,,
_Swatch Library Menu Item 31,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > PANTONE+ Solid Uncoated,Fenster > Farbfeldbibliotheken > Farbtafeln > PANTONE+ Solid Uncoated,,,
_Swatch Library Menu Item 32,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > TOYO 94 COLOR FINDER,Fenster > Farbfeldbibliotheken > Farbtafeln > TOYO 94 COLOR FINDER,,,
_Swatch Library Menu Item 33,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > TOYO COLOR FINDER,Fenster > Farbfeldbibliotheken > Farbtafeln > TOYO COLOR FINDER,,,
_Swatch Library Menu Item 34,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Books > TRUMATCH,Fenster > Farbfeldbibliotheken > Farbtafeln > TRUMATCH,,,
_Swatch Library Menu Item 36,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Properties > Bright,Fenster > Farbfeldbibliotheken > Farbeigenschaften > Hell,,,
_Swatch Library Menu Item 37,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Properties > Cool,Fenster > Farbfeldbibliotheken > Farbeigenschaften > Kalt,,,
_Swatch Library Menu Item 38,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Properties > Dark,Fenster > Farbfeldbibliotheken > Farbeigenschaften > Dunkel,,,
_Swatch Library Menu Item 39,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Properties > Desaturated,Fenster > Farbfeldbibliotheken > Farbeigenschaften > Ungesättigt,,,
_Swatch Library Menu Item 40,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Properties > Light,Fenster > Farbfeldbibliotheken > Farbeigenschaften > Leuchtend,,,
_Swatch Library Menu Item 41,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Properties > Saturated,Fenster > Farbfeldbibliotheken > Farbeigenschaften > Gesättigt,,,
_Swatch Library Menu Item 42,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Properties > Soft,Fenster > Farbfeldbibliotheken > Farbeigenschaften > Weich,,,
_Swatch Library Menu Item 43,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Color Properties > Warm,Fenster > Farbfeldbibliotheken > Farbeigenschaften > Warm,,,
_Swatch Library Menu Item 44,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Corporate,Fenster > Farbfeldbibliotheken > Unternehmen,,,
_Swatch Library Menu Item 46,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Default Swatches > Art & Illustration,Fenster > Farbfeldbibliotheken > Standard-Farbfelder > Einfaches RGB,,,
_Swatch Library Menu Item 47,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Default Swatches > Mobile,Fenster > Farbfeldbibliotheken > Standard-Farbfelder > Geräte,,,
_Swatch Library Menu Item 48,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Default Swatches > Print,Fenster > Farbfeldbibliotheken > Standard-Farbfelder > Druck,,,
_Swatch Library Menu Item 49,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Default Swatches > Video and Film,Fenster > Farbfeldbibliotheken > Standard-Farbfelder > Video und Film,,,
_Swatch Library Menu Item 50,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Default Swatches > Web,Fenster > Farbfeldbibliotheken > Standard-Farbfelder > Web,,,
_Swatch Library Menu Item 51,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Earthtone,Fenster > Farbfeldbibliotheken > Erdfarben,,,
_Swatch Library Menu Item 53,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Foods > Beverages,Fenster > Farbfeldbibliotheken > Lebensmittel > Getränke,,,
_Swatch Library Menu Item 54,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Foods > Fruit,Fenster > Farbfeldbibliotheken > Lebensmittel > Obst,,,
_Swatch Library Menu Item 55,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Foods > Ice Cream,Fenster > Farbfeldbibliotheken > Lebensmittel > Eis,,,
_Swatch Library Menu Item 56,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Foods > Sweets,Fenster > Farbfeldbibliotheken > Lebensmittel > Süßigkeiten,,,
_Swatch Library Menu Item 57,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Foods > Vegetables,Fenster > Farbfeldbibliotheken > Lebensmittel > Gemüse,,,
_Swatch Library Menu Item 59,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Brights,Fenster > Farbfeldbibliotheken > Verläufe > Brights,,,
_Swatch Library Menu Item 60,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Color Combinations,Fenster > Farbfeldbibliotheken > Verläufe > Farbkombinationen,,,
_Swatch Library Menu Item 61,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Color Harmonies,Fenster > Farbfeldbibliotheken > Verläufe > Farbharmonien,,,
_Swatch Library Menu Item 62,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Earthtones,Fenster > Farbfeldbibliotheken > Verläufe > Erdfarben,,,
_Swatch Library Menu Item 63,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Fades,Fenster > Farbfeldbibliotheken > Verläufe > Blendeneffekte,,,
_Swatch Library Menu Item 64,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Foliage,Fenster > Farbfeldbibliotheken > Verläufe > Laub,,,
_Swatch Library Menu Item 65,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Fruits and Vegetables,Fenster > Farbfeldbibliotheken > Verläufe > Obst und Gemüse,,,
_Swatch Library Menu Item 66,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Gems and Jewels,Fenster > Farbfeldbibliotheken > Verläufe > Edelsteine und Juwelen,,,
_Swatch Library Menu Item 67,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Metals,Fenster > Farbfeldbibliotheken > Verläufe > Metalle,,,
_Swatch Library Menu Item 68,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Neutrals,Fenster > Farbfeldbibliotheken > Verläufe > Neutrale,,,
_Swatch Library Menu Item 69,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Pastels,Fenster > Farbfeldbibliotheken > Verläufe > Pastelle,,,
_Swatch Library Menu Item 70,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Seasons,Fenster > Farbfeldbibliotheken > Verläufe > Jahreszeiten,,,
_Swatch Library Menu Item 71,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Simple Radial,Fenster > Farbfeldbibliotheken > Verläufe > Kreisförmig,,,
_Swatch Library Menu Item 72,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Skintones,Fenster > Farbfeldbibliotheken > Verläufe > Hauttöne,,,
_Swatch Library Menu Item 73,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Sky,Fenster > Farbfeldbibliotheken > Verläufe > Himmel,,,
_Swatch Library Menu Item 74,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Spectrums,Fenster > Farbfeldbibliotheken > Verläufe > Spektren,,,
_Swatch Library Menu Item 75,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Stone and Brick,Fenster > Farbfeldbibliotheken > Verläufe > Steine und Ziegel,,,
_Swatch Library Menu Item 76,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Tints and Shades,Fenster > Farbfeldbibliotheken > Verläufe > Farbtöne und Schattierungen,,,
_Swatch Library Menu Item 77,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Vignettes,Fenster > Farbfeldbibliotheken > Verläufe > Vignetten,,,
_Swatch Library Menu Item 78,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Water,Fenster > Farbfeldbibliotheken > Verläufe > Wasser,,,
_Swatch Library Menu Item 79,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Gradients > Wood,Fenster > Farbfeldbibliotheken > Verläufe > Holz,,,
_Swatch Library Menu Item 80,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Kids Stuff,Fenster > Farbfeldbibliotheken > Spielzeug,,,
_Swatch Library Menu Item 81,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Metal,Fenster > Farbfeldbibliotheken > Metall,,,
_Swatch Library Menu Item 83,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Nature > Beach,Fenster > Farbfeldbibliotheken > Natur > Strand,,,
_Swatch Library Menu Item 84,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Nature > Flowers,Fenster > Farbfeldbibliotheken > Natur > Blumen,,,
_Swatch Library Menu Item 85,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Nature > Foliage,Fenster > Farbfeldbibliotheken > Natur > Laub,,,
_Swatch Library Menu Item 86,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Nature > Landscape,Fenster > Farbfeldbibliotheken > Natur > Landschaft,,,
_Swatch Library Menu Item 87,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Nature > Seasons,Fenster > Farbfeldbibliotheken > Natur > Jahreszeiten,,,
_Swatch Library Menu Item 88,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Nature > Stone and Brick,Fenster > Farbfeldbibliotheken > Natur > Steine und Ziegel,,,
_Swatch Library Menu Item 89,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Neutral,Fenster > Farbfeldbibliotheken > Neutral,,,
_Swatch Library Menu Item 92,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Patterns > Basic Graphics > Basic Graphics_Dots,Fenster > Farbfeldbibliotheken > Muster > Einfache Grafiken > Einfache Grafiken_Muster2,,,
_Swatch Library Menu Item 93,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Patterns > Basic Graphics > Basic Graphics_Lines,Fenster > Farbfeldbibliotheken > Muster > Einfache Grafiken > Einfache Grafiken_Linien,,,
_Swatch Library Menu Item 94,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Patterns > Basic Graphics > Basic Graphics_Textures,Fenster > Farbfeldbibliotheken > Muster > Einfache Grafiken > Einfache Grafiken_Strukturen,,,
_Swatch Library Menu Item 96,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Patterns > Decorative > Decorative Legacy,Fenster > Farbfeldbibliotheken > Muster > Dekorativ > Dekoratives Erbe,,,
_Swatch Library Menu Item 97,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Patterns > Decorative > Vonster Patterns,Fenster > Farbfeldbibliotheken > Muster > Dekorativ > Vonster-Muster,,,
_Swatch Library Menu Item 99,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Patterns > Nature > Nature_Animal Skins,Fenster > Farbfeldbibliotheken > Muster > Natur> Nature_Animal Skins,,,
_Swatch Library Menu Item 100,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Patterns > Nature > Nature_Foliage,Fenster > Farbfeldbibliotheken > Muster > Natur > Nature_Foliage,,,
_Swatch Library Menu Item 102,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Scientific > Analogous,Fenster > Farbfeldbibliotheken > Wissenschaftlich > Analog,,,
_Swatch Library Menu Item 103,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Scientific > Complementary,Fenster > Farbfeldbibliotheken > Wissenschaftlich > Komplementär,,,
_Swatch Library Menu Item 104,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Scientific > Split Complementary,Fenster > Farbfeldbibliotheken > Wissenschaftlich > Komplementär teilen,,,
_Swatch Library Menu Item 105,TRUE,menu,FALSE,FALSE,,,Window > Swatch Libraries > Scientific > Tetrad,Fenster > Farbfeldbibliotheken > Wissenschaftlich > Tetrade,,,
